word	nodeType	synsetCount	unit
your	PRON	0	EP21-MaternalInstincts
I	PRON	0	EP21-MaternalInstincts
get	VERB	36	EP21-MaternalInstincts
it	PRON	0	EP21-MaternalInstincts
full	ADJ	8	EP21-MaternalInstincts
it	PRON	0	EP21-MaternalInstincts
everyone	PRON	0	EP21-MaternalInstincts
what	PRON	0	EP21-MaternalInstincts
it	PRON	0	EP21-MaternalInstincts
that	PRON	0	EP21-MaternalInstincts
you	PRON	0	EP21-MaternalInstincts
want?right	VERB	0	EP21-MaternalInstincts
get	VERB	36	EP21-MaternalInstincts
say	VERB	11	EP21-MaternalInstincts
you	PRON	0	EP21-MaternalInstincts
foster	ADJ	1	EP21-MaternalInstincts
I	PRON	0	EP21-MaternalInstincts
look	VERB	10	EP21-MaternalInstincts
You	PRON	0	EP21-MaternalInstincts
take	VERB	42	EP21-MaternalInstincts
anyone	PRON	0	EP21-MaternalInstincts
I'm	PRON	0	EP21-MaternalInstincts
go	VERB	30	EP21-MaternalInstincts
meet	VERB	13	EP21-MaternalInstincts
my	PRON	0	EP21-MaternalInstincts
Someone	PRON	0	EP21-MaternalInstincts
who	PRON	0	EP21-MaternalInstincts
know	VERB	11	EP21-MaternalInstincts
you	PRON	0	EP21-MaternalInstincts
make	VERB	49	EP21-MaternalInstincts
fresh	ADJ	12	EP21-MaternalInstincts
me	PRON	0	EP21-MaternalInstincts
her	PRON	0	EP21-MaternalInstincts
go	VERB	30	EP21-MaternalInstincts
settle	VERB	22	EP21-MaternalInstincts
kick	VERB	8	EP21-MaternalInstincts
make	VERB	49	EP21-MaternalInstincts
careful	ADJ	5	EP21-MaternalInstincts
me	PRON	0	EP21-MaternalInstincts
I	PRON	0	EP21-MaternalInstincts
want	VERB	5	EP21-MaternalInstincts
I'm	PRON	0	EP21-MaternalInstincts
go	VERB	30	EP21-MaternalInstincts
have	VERB	19	EP21-MaternalInstincts
them	PRON	0	EP21-MaternalInstincts
What	PRON	0	EP21-MaternalInstincts
you	PRON	0	EP21-MaternalInstincts
go	VERB	30	EP21-MaternalInstincts
do	VERB	13	EP21-MaternalInstincts
I	PRON	0	EP21-MaternalInstincts
do	VERB	13	EP21-MaternalInstincts
feed	VERB	12	EP21-MaternalInstincts
you	PRON	0	EP21-MaternalInstincts
know?so	VERB	0	EP21-MaternalInstincts
make	VERB	49	EP21-MaternalInstincts
it	PRON	0	EP21-MaternalInstincts
what	PRON	0	EP21-MaternalInstincts
happen	VERB	5	EP21-MaternalInstincts
your	PRON	0	EP21-MaternalInstincts
little	ADJ	8	EP21-MaternalInstincts
she	PRON	0	EP21-MaternalInstincts
get	VERB	36	EP21-MaternalInstincts
purple	ADJ	3	EP21-MaternalInstincts
it	PRON	0	EP21-MaternalInstincts
you	PRON	0	EP21-MaternalInstincts
get	VERB	36	EP21-MaternalInstincts
your	PRON	0	EP21-MaternalInstincts
have	VERB	19	EP21-MaternalInstincts
new	ADJ	11	EP21-MaternalInstincts
your	PRON	0	EP21-MaternalInstincts
get	VERB	36	EP21-MaternalInstincts
her	PRON	0	EP21-MaternalInstincts
answer	VERB	10	EP21-MaternalInstincts
me	PRON	0	EP21-MaternalInstincts
what	PRON	0	EP21-MaternalInstincts
you	PRON	0	EP21-MaternalInstincts
go	VERB	30	EP21-MaternalInstincts
you	PRON	0	EP21-MaternalInstincts
go	VERB	30	EP21-MaternalInstincts
you	PRON	0	EP21-MaternalInstincts
say	VERB	11	EP21-MaternalInstincts
I	PRON	0	EP21-MaternalInstincts
get	VERB	36	EP21-MaternalInstincts
want	VERB	5	EP21-MaternalInstincts
anything	PRON	0	EP21-MaternalInstincts
you	PRON	0	EP21-MaternalInstincts
have	VERB	19	EP21-MaternalInstincts
it	PRON	0	EP21-MaternalInstincts
all	PRON	0	EP21-MaternalInstincts
you	PRON	0	EP21-MaternalInstincts
go	VERB	30	EP21-MaternalInstincts
need	VERB	3	EP21-MaternalInstincts
you	PRON	0	EP21-MaternalInstincts
know	VERB	11	EP21-MaternalInstincts
what	PRON	0	EP21-MaternalInstincts
I	PRON	0	EP21-MaternalInstincts
need?because	VERB	0	EP21-MaternalInstincts
I	PRON	0	EP21-MaternalInstincts
want	VERB	5	EP21-MaternalInstincts
everything	PRON	0	EP21-MaternalInstincts
I	PRON	0	EP21-MaternalInstincts
proud	ADJ	2	EP21-MaternalInstincts
ask	VERB	7	EP21-MaternalInstincts
good	ADJ	21	EP21-MaternalInstincts
I	PRON	0	EP21-MaternalInstincts
meet	VERB	13	EP21-MaternalInstincts
my	PRON	0	EP21-MaternalInstincts
call	VERB	28	EP21-MaternalInstincts
let	VERB	6	EP21-MaternalInstincts
's	PRON	0	EP21-MaternalInstincts
do	VERB	13	EP21-MaternalInstincts
it	PRON	0	EP21-MaternalInstincts
what	PRON	0	EP21-MaternalInstincts
you	PRON	0	EP21-MaternalInstincts
do	VERB	13	EP21-MaternalInstincts
tell	VERB	8	EP21-MaternalInstincts
steal	VERB	3	EP21-MaternalInstincts
use	VERB	6	EP21-MaternalInstincts
his	PRON	0	EP21-MaternalInstincts
other	ADJ	4	EP21-MaternalInstincts
serious	ADJ	6	EP21-MaternalInstincts
this?serious	ADJ	0	EP21-MaternalInstincts
He	PRON	0	EP21-MaternalInstincts
violate	VERB	6	EP21-MaternalInstincts
his	PRON	0	EP21-MaternalInstincts
he	PRON	0	EP21-MaternalInstincts
he	PRON	0	EP21-MaternalInstincts
go	VERB	30	EP21-MaternalInstincts
we	PRON	0	EP21-MaternalInstincts
go	VERB	30	EP21-MaternalInstincts
take	VERB	42	EP21-MaternalInstincts
It	PRON	0	EP21-MaternalInstincts
good	ADJ	21	EP21-MaternalInstincts
meet	VERB	13	EP21-MaternalInstincts
I	PRON	0	EP21-MaternalInstincts
see	VERB	24	EP21-MaternalInstincts
wait	VERB	4	EP21-MaternalInstincts
whole	ADJ	5	EP21-MaternalInstincts
blow	VERB	22	EP21-MaternalInstincts
this	PRON	0	EP21-MaternalInstincts
blow	VERB	22	EP21-MaternalInstincts
go	VERB	30	EP21-MaternalInstincts
next	ADJ	3	EP21-MaternalInstincts
What	PRON	0	EP21-MaternalInstincts
we	PRON	0	EP21-MaternalInstincts
show	VERB	12	EP21-MaternalInstincts
show	VERB	12	EP21-MaternalInstincts
leniency?You	PRON	0	EP21-MaternalInstincts
count	VERB	9	EP21-MaternalInstincts
that	PRON	0	EP21-MaternalInstincts
what	PRON	0	EP21-MaternalInstincts
it	PRON	0	EP21-MaternalInstincts
worth	ADJ	2	EP21-MaternalInstincts
I	PRON	0	EP21-MaternalInstincts
know	VERB	11	EP21-MaternalInstincts
it	PRON	0	EP21-MaternalInstincts
good	ADJ	21	EP21-MaternalInstincts
see	VERB	24	EP21-MaternalInstincts
you	PRON	0	EP21-MaternalInstincts
excuse	VERB	6	EP21-MaternalInstincts
us	PRON	0	EP21-MaternalInstincts
you	PRON	0	EP21-MaternalInstincts
say	VERB	11	EP21-MaternalInstincts
your	PRON	0	EP21-MaternalInstincts
divorce	VERB	2	EP21-MaternalInstincts
you	PRON	0	EP21-MaternalInstincts
say	VERB	11	EP21-MaternalInstincts
you	PRON	0	EP21-MaternalInstincts
initiate	VERB	5	EP21-MaternalInstincts
I	PRON	0	EP21-MaternalInstincts
who	PRON	0	EP21-MaternalInstincts
file	VERB	5	EP21-MaternalInstincts
you	PRON	0	EP21-MaternalInstincts
file	VERB	5	EP21-MaternalInstincts
it	PRON	0	EP21-MaternalInstincts
you	PRON	0	EP21-MaternalInstincts
file	VERB	5	EP21-MaternalInstincts
we	PRON	0	EP21-MaternalInstincts
know	VERB	11	EP21-MaternalInstincts
bad	ADJ	14	EP21-MaternalInstincts
you	PRON	0	EP21-MaternalInstincts
want	VERB	5	EP21-MaternalInstincts
I	PRON	0	EP21-MaternalInstincts
admit	VERB	8	EP21-MaternalInstincts
what	PRON	0	EP21-MaternalInstincts
I	PRON	0	EP21-MaternalInstincts
think	VERB	13	EP21-MaternalInstincts
You	PRON	0	EP21-MaternalInstincts
have	VERB	19	EP21-MaternalInstincts
you	PRON	0	EP21-MaternalInstincts
want	VERB	5	EP21-MaternalInstincts
little	ADJ	8	EP21-MaternalInstincts
go	VERB	30	EP21-MaternalInstincts
have	VERB	19	EP21-MaternalInstincts
your	PRON	0	EP21-MaternalInstincts
sexy	ADJ	2	EP21-MaternalInstincts
it	PRON	0	EP21-MaternalInstincts
silly	ADJ	4	EP21-MaternalInstincts
you	PRON	0	EP21-MaternalInstincts
track	VERB	5	EP21-MaternalInstincts
her	PRON	0	EP21-MaternalInstincts
you	PRON	0	EP21-MaternalInstincts
find	VERB	16	EP21-MaternalInstincts
she	PRON	0	EP21-MaternalInstincts
want	VERB	5	EP21-MaternalInstincts
you	PRON	0	EP21-MaternalInstincts
she	PRON	0	EP21-MaternalInstincts
want	VERB	5	EP21-MaternalInstincts
you	PRON	0	EP21-MaternalInstincts
damn	VERB	1	EP21-MaternalInstincts
take	VERB	42	EP21-MaternalInstincts
her	PRON	0	EP21-MaternalInstincts
tough	ADJ	9	EP21-MaternalInstincts
look	VERB	10	EP21-MaternalInstincts
she	PRON	0	EP21-MaternalInstincts
decent	ADJ	6	EP21-MaternalInstincts
we	PRON	0	EP21-MaternalInstincts
know	VERB	11	EP21-MaternalInstincts
you	PRON	0	EP21-MaternalInstincts
hire	VERB	3	EP21-MaternalInstincts
find	VERB	16	EP21-MaternalInstincts
You	PRON	0	EP21-MaternalInstincts
have	VERB	19	EP21-MaternalInstincts
tell	VERB	8	EP21-MaternalInstincts
usyou	PRON	0	EP21-MaternalInstincts
go	VERB	30	EP21-MaternalInstincts
see	VERB	24	EP21-MaternalInstincts
her	PRON	0	EP21-MaternalInstincts
I	PRON	0	EP21-MaternalInstincts
visit	VERB	8	EP21-MaternalInstincts
you	PRON	0	EP21-MaternalInstincts
say	VERB	11	EP21-MaternalInstincts
I	PRON	0	EP21-MaternalInstincts
go	VERB	30	EP21-MaternalInstincts
take	VERB	42	EP21-MaternalInstincts
she	PRON	0	EP21-MaternalInstincts
want	VERB	5	EP21-MaternalInstincts
go	VERB	30	EP21-MaternalInstincts
I	PRON	0	EP21-MaternalInstincts
take	VERB	42	EP21-MaternalInstincts
it	PRON	0	EP21-MaternalInstincts
You	PRON	0	EP21-MaternalInstincts
leave	VERB	14	EP21-MaternalInstincts
I	PRON	0	EP21-MaternalInstincts
hop	VERB	6	EP21-MaternalInstincts
travel	VERB	6	EP21-MaternalInstincts
you	PRON	0	EP21-MaternalInstincts
prove	VERB	9	EP21-MaternalInstincts
that?i	VERB	0	EP21-MaternalInstincts
purchase	VERB	1	EP21-MaternalInstincts
round	ADJ	3	EP21-MaternalInstincts
D.C.Look	VERB	0	EP21-MaternalInstincts
it	PRON	0	EP21-MaternalInstincts
We	PRON	0	EP21-MaternalInstincts
put	VERB	9	EP21-MaternalInstincts
you	PRON	0	EP21-MaternalInstincts
her	PRON	0	EP21-MaternalInstincts
He	PRON	0	EP21-MaternalInstincts
remember	VERB	8	EP21-MaternalInstincts
you	PRON	0	EP21-MaternalInstincts
take	VERB	42	EP21-MaternalInstincts
old	ADJ	8	EP21-MaternalInstincts
me	PRON	0	EP21-MaternalInstincts
take	VERB	42	EP21-MaternalInstincts
That	PRON	0	EP21-MaternalInstincts
worth	ADJ	2	EP21-MaternalInstincts
my	PRON	0	EP21-MaternalInstincts
call	VERB	28	EP21-MaternalInstincts
It	PRON	0	EP21-MaternalInstincts
enough	ADJ	1	EP21-MaternalInstincts
us	PRON	0	EP21-MaternalInstincts
call	VERB	28	EP21-MaternalInstincts
make	VERB	49	EP21-MaternalInstincts
you	PRON	0	EP21-MaternalInstincts
submmit	VERB	0	EP21-MaternalInstincts
DNA.And	VERB	0	EP21-MaternalInstincts
we	PRON	0	EP21-MaternalInstincts
get	VERB	36	EP21-MaternalInstincts
that	PRON	0	EP21-MaternalInstincts
you	PRON	0	EP21-MaternalInstincts
little	ADJ	8	EP21-MaternalInstincts
spend	VERB	3	EP21-MaternalInstincts
sit	VERB	10	EP21-MaternalInstincts
his	PRON	0	EP21-MaternalInstincts
I	PRON	0	EP21-MaternalInstincts
want	VERB	5	EP21-MaternalInstincts
what	PRON	0	EP21-MaternalInstincts
I	PRON	0	EP21-MaternalInstincts
want	VERB	5	EP21-MaternalInstincts
She	PRON	0	EP21-MaternalInstincts
come	VERB	21	EP21-MaternalInstincts
me	PRON	0	EP21-MaternalInstincts
You	PRON	0	EP21-MaternalInstincts
go	VERB	30	EP21-MaternalInstincts
invite	VERB	8	EP21-MaternalInstincts
me	PRON	0	EP21-MaternalInstincts
in?four	ADJ	0	EP21-MaternalInstincts
You	PRON	0	EP21-MaternalInstincts
look	VERB	10	EP21-MaternalInstincts
different	ADJ	5	EP21-MaternalInstincts
do	VERB	13	EP21-MaternalInstincts
you	PRON	0	EP21-MaternalInstincts
I	PRON	0	EP21-MaternalInstincts
like	VERB	5	EP21-MaternalInstincts
that	PRON	0	EP21-MaternalInstincts
you	PRON	0	EP21-MaternalInstincts
find	VERB	16	EP21-MaternalInstincts
easy	ADJ	12	EP21-MaternalInstincts
it	PRON	0	EP21-MaternalInstincts
cheap	ADJ	4	EP21-MaternalInstincts
important	ADJ	5	EP21-MaternalInstincts
I	PRON	0	EP21-MaternalInstincts
What	PRON	0	EP21-MaternalInstincts
you	PRON	0	EP21-MaternalInstincts
you	PRON	0	EP21-MaternalInstincts
think	VERB	13	EP21-MaternalInstincts
I	PRON	0	EP21-MaternalInstincts
want?you	VERB	0	EP21-MaternalInstincts
You	PRON	0	EP21-MaternalInstincts
have	VERB	19	EP21-MaternalInstincts
your	PRON	0	EP21-MaternalInstincts
I	PRON	0	EP21-MaternalInstincts
tell	VERB	8	EP21-MaternalInstincts
you	PRON	0	EP21-MaternalInstincts
it	PRON	0	EP21-MaternalInstincts
wrong	ADJ	9	EP21-MaternalInstincts
My	PRON	0	EP21-MaternalInstincts
I	PRON	0	EP21-MaternalInstincts
tell	VERB	8	EP21-MaternalInstincts
you	PRON	0	EP21-MaternalInstincts
I	PRON	0	EP21-MaternalInstincts
give	VERB	44	EP21-MaternalInstincts
I	PRON	0	EP21-MaternalInstincts
have	VERB	19	EP21-MaternalInstincts
what	PRON	0	EP21-MaternalInstincts
I	PRON	0	EP21-MaternalInstincts
want	VERB	5	EP21-MaternalInstincts
we	PRON	0	EP21-MaternalInstincts
need	VERB	3	EP21-MaternalInstincts
talk	VERB	6	EP21-MaternalInstincts
What	PRON	0	EP21-MaternalInstincts
look	VERB	10	EP21-MaternalInstincts
funny	ADJ	4	EP21-MaternalInstincts
he	PRON	0	EP21-MaternalInstincts
resemble	VERB	1	EP21-MaternalInstincts
you	PRON	0	EP21-MaternalInstincts
you	PRON	0	EP21-MaternalInstincts
go	VERB	30	EP21-MaternalInstincts
Kyle?I	PRON	0	EP21-MaternalInstincts
know	VERB	11	EP21-MaternalInstincts
what	PRON	0	EP21-MaternalInstincts
you	PRON	0	EP21-MaternalInstincts
do	VERB	13	EP21-MaternalInstincts
I	PRON	0	EP21-MaternalInstincts
know	VERB	11	EP21-MaternalInstincts
you	PRON	0	EP21-MaternalInstincts
make	VERB	49	EP21-MaternalInstincts
last	ADJ	9	EP21-MaternalInstincts
walk	VERB	10	EP21-MaternalInstincts
relax	VERB	8	EP21-MaternalInstincts
I	PRON	0	EP21-MaternalInstincts
go	VERB	30	EP21-MaternalInstincts
help	VERB	8	EP21-MaternalInstincts
you	PRON	0	EP21-MaternalInstincts
my	PRON	0	EP21-MaternalInstincts
I	PRON	0	EP21-MaternalInstincts
need	VERB	3	EP21-MaternalInstincts
anyone	PRON	0	EP21-MaternalInstincts
you	PRON	0	EP21-MaternalInstincts
look	VERB	10	EP21-MaternalInstincts
it	PRON	0	EP21-MaternalInstincts
you	PRON	0	EP21-MaternalInstincts
have	VERB	19	EP21-MaternalInstincts
You	PRON	0	EP21-MaternalInstincts
come	VERB	21	EP21-MaternalInstincts
me	PRON	0	EP21-MaternalInstincts
you	PRON	0	EP21-MaternalInstincts
go	VERB	30	EP21-MaternalInstincts
come	VERB	21	EP21-MaternalInstincts
you	PRON	0	EP21-MaternalInstincts
you	PRON	0	EP21-MaternalInstincts
know	VERB	11	EP21-MaternalInstincts
get	VERB	36	EP21-MaternalInstincts
don't	VERB	0	EP21-MaternalInstincts
call	VERB	28	EP21-MaternalInstincts
him	PRON	0	EP21-MaternalInstincts
that	PRON	0	EP21-MaternalInstincts
Nobody	PRON	0	EP21-MaternalInstincts
go	VERB	30	EP21-MaternalInstincts
know	VERB	11	EP21-MaternalInstincts
he	PRON	0	EP21-MaternalInstincts
do	VERB	13	EP21-MaternalInstincts
it	PRON	0	EP21-MaternalInstincts
dirty	ADJ	12	EP21-MaternalInstincts
let	VERB	6	EP21-MaternalInstincts
me	PRON	0	EP21-MaternalInstincts
put	VERB	9	EP21-MaternalInstincts
my	PRON	0	EP21-MaternalInstincts
your	PRON	0	EP21-MaternalInstincts
talk	VERB	6	EP21-MaternalInstincts
me	PRON	0	EP21-MaternalInstincts
that	PRON	0	EP21-MaternalInstincts
know	VERB	11	EP21-MaternalInstincts
you	PRON	0	EP21-MaternalInstincts
love	VERB	4	EP21-MaternalInstincts
it	PRON	0	EP21-MaternalInstincts
get	VERB	36	EP21-MaternalInstincts
kid	VERB	2	EP21-MaternalInstincts
What	PRON	0	EP21-MaternalInstincts
you	PRON	0	EP21-MaternalInstincts
smile	VERB	2	EP21-MaternalInstincts
You	PRON	0	EP21-MaternalInstincts
bad	ADJ	14	EP21-MaternalInstincts
I	PRON	0	EP21-MaternalInstincts
have	VERB	19	EP21-MaternalInstincts
sorry	ADJ	4	EP21-MaternalInstincts
I	PRON	0	EP21-MaternalInstincts
get	VERB	36	EP21-MaternalInstincts
catch	VERB	29	EP21-MaternalInstincts
"train.[""eternal"	ADJ	0	EP21-MaternalInstincts
Lindesy	ENTITY:PERSON	0	EP21-MaternalInstincts
Sean Morgan	ENTITY:PERSON	0	EP21-MaternalInstincts
Lindsey	ENTITY:PERSON	0	EP21-MaternalInstincts
three	ENTITY:CARDINAL	0	EP21-MaternalInstincts
Sean	ENTITY:PERSON	0	EP21-MaternalInstincts
Lindsey	ENTITY:PERSON	0	EP21-MaternalInstincts
Scotty Valens	ENTITY:PERSON	0	EP21-MaternalInstincts
Lilly	ENTITY:ORG	0	EP21-MaternalInstincts
year	ENTITY:DATE	0	EP21-MaternalInstincts
Sean	ENTITY:PERSON	0	EP21-MaternalInstincts
another year	ENTITY:DATE	0	EP21-MaternalInstincts
Sean	ENTITY:PERSON	0	EP21-MaternalInstincts
Detective Valens	ENTITY:PERSON	0	EP21-MaternalInstincts
Sean	ENTITY:PERSON	0	EP21-MaternalInstincts
.If	ENTITY:PERSON	0	EP21-MaternalInstincts
Sean	ENTITY:PERSON	0	EP21-MaternalInstincts
Lindesy	ENTITY:PERSON	0	EP21-MaternalInstincts
k*lled?I	ENTITY:PERSON	0	EP21-MaternalInstincts
two	ENTITY:CARDINAL	0	EP21-MaternalInstincts
you?Look	ENTITY:PERSON	0	EP21-MaternalInstincts
"Bobby"""	ENTITY:ORDINAL	0	EP21-MaternalInstincts
Rebecca Morgan	ENTITY:PERSON	0	EP21-MaternalInstincts
-year-old	ENTITY:DATE	0	EP21-MaternalInstincts
Mayfair	ENTITY:LOC	0	EP21-MaternalInstincts
Three-year-old	ENTITY:DATE	0	EP21-MaternalInstincts
Sean	ENTITY:PERSON	0	EP21-MaternalInstincts
all night	ENTITY:TIME	0	EP21-MaternalInstincts
Leon Kincaid	ENTITY:PERSON	0	EP21-MaternalInstincts
Boilermakers	ENTITY:PRODUCT	0	EP21-MaternalInstincts
Jeffries	ENTITY:PERSON	0	EP21-MaternalInstincts
years later	ENTITY:DATE	0	EP21-MaternalInstincts
Sean	ENTITY:PERSON	0	EP21-MaternalInstincts
Sean	ENTITY:PERSON	0	EP21-MaternalInstincts
Bobby	ENTITY:PERSON	0	EP21-MaternalInstincts
Leon Kincaid	ENTITY:PERSON	0	EP21-MaternalInstincts
night	ENTITY:TIME	0	EP21-MaternalInstincts
Leon	ENTITY:PERSON	0	EP21-MaternalInstincts
the Germantown Dorsett Bank	ENTITY:ORG	0	EP21-MaternalInstincts
Leon Kincaid?Detectives Rush	ENTITY:PERSON	0	EP21-MaternalInstincts
Valens	ENTITY:PERSON	0	EP21-MaternalInstincts
Jodie	ENTITY:PERSON	0	EP21-MaternalInstincts
Rebecca?Enough	ENTITY:PERSON	0	EP21-MaternalInstincts
Leon	ENTITY:PERSON	0	EP21-MaternalInstincts
Leon	ENTITY:PERSON	0	EP21-MaternalInstincts
Rebecca	ENTITY:GPE	0	EP21-MaternalInstincts
Ned	ENTITY:PERSON	0	EP21-MaternalInstincts
One	ENTITY:CARDINAL	0	EP21-MaternalInstincts
Sean	ENTITY:PERSON	0	EP21-MaternalInstincts
Ned	ENTITY:PERSON	0	EP21-MaternalInstincts
Pampers	ENTITY:PRODUCT	0	EP21-MaternalInstincts
Sean	ENTITY:PERSON	0	EP21-MaternalInstincts
Leon	ENTITY:PERSON	0	EP21-MaternalInstincts
three-year-old	ENTITY:DATE	0	EP21-MaternalInstincts
Ned	ENTITY:PERSON	0	EP21-MaternalInstincts
Ned Ryan	ENTITY:PERSON	0	EP21-MaternalInstincts
Rebecca	ENTITY:PERSON	0	EP21-MaternalInstincts
a week	ENTITY:DATE	0	EP21-MaternalInstincts
Rebecca	ENTITY:GPE	0	EP21-MaternalInstincts
about the night	ENTITY:TIME	0	EP21-MaternalInstincts
Ned	ENTITY:PERSON	0	EP21-MaternalInstincts
Rebecca	ENTITY:GPE	0	EP21-MaternalInstincts
first	ENTITY:ORDINAL	0	EP21-MaternalInstincts
a few minutes	ENTITY:TIME	0	EP21-MaternalInstincts
Rebecca	ENTITY:PERSON	0	EP21-MaternalInstincts
earlier that day	ENTITY:DATE	0	EP21-MaternalInstincts
Rebecca	ENTITY:PERSON	0	EP21-MaternalInstincts
Sean	ENTITY:PERSON	0	EP21-MaternalInstincts
Ned	ENTITY:PERSON	0	EP21-MaternalInstincts
Ned	ENTITY:PERSON	0	EP21-MaternalInstincts
Ned	ENTITY:PERSON	0	EP21-MaternalInstincts
Ned	ENTITY:PERSON	0	EP21-MaternalInstincts
Rebecca	ENTITY:PERSON	0	EP21-MaternalInstincts
one	ENTITY:CARDINAL	0	EP21-MaternalInstincts
evening	ENTITY:TIME	0	EP21-MaternalInstincts
the next years	ENTITY:DATE	0	EP21-MaternalInstincts
Ned	ENTITY:PERSON	0	EP21-MaternalInstincts
Sean	ENTITY:PERSON	0	EP21-MaternalInstincts
What?Who?And	ENTITY:GPE	0	EP21-MaternalInstincts
Virginia	ENTITY:GPE	0	EP21-MaternalInstincts
Ned	ENTITY:PERSON	0	EP21-MaternalInstincts
Sean	ENTITY:PERSON	0	EP21-MaternalInstincts
three today	ENTITY:TIME	0	EP21-MaternalInstincts
Pampers	ENTITY:ORG	0	EP21-MaternalInstincts
that night	ENTITY:TIME	0	EP21-MaternalInstincts
Ned	ENTITY:PERSON	0	EP21-MaternalInstincts
Rebecca	ENTITY:PERSON	0	EP21-MaternalInstincts
Ned	ENTITY:PERSON	0	EP21-MaternalInstincts
the Tree Lane Apartmentknew	ENTITY:FAC	0	EP21-MaternalInstincts
Rebecca	ENTITY:PERSON	0	EP21-MaternalInstincts
Ned	ENTITY:PERSON	0	EP21-MaternalInstincts
hours	ENTITY:TIME	0	EP21-MaternalInstincts
one	ENTITY:CARDINAL	0	EP21-MaternalInstincts
one	ENTITY:CARDINAL	0	EP21-MaternalInstincts
Sean	ENTITY:PERSON	0	EP21-MaternalInstincts
Bobby	ENTITY:PERSON	0	EP21-MaternalInstincts
Rebecca Morganlooking	ENTITY:PERSON	0	EP21-MaternalInstincts
Virginia	ENTITY:GPE	0	EP21-MaternalInstincts
Rebecca Morgan	ENTITY:PERSON	0	EP21-MaternalInstincts
.Four years	ENTITY:DATE	0	EP21-MaternalInstincts
Sean	ENTITY:PERSON	0	EP21-MaternalInstincts
Rebecca Morgan	ENTITY:PERSON	0	EP21-MaternalInstincts
"a
-year-old"	ENTITY:DATE	0	EP21-MaternalInstincts
Virginia	ENTITY:GPE	0	EP21-MaternalInstincts
Sean	ENTITY:PERSON	0	EP21-MaternalInstincts
Ned	ENTITY:PERSON	0	EP21-MaternalInstincts
Scotty	ENTITY:PERSON	0	EP21-MaternalInstincts
Sean	ENTITY:PERSON	0	EP21-MaternalInstincts
Thursdays	ENTITY:DATE	0	EP21-MaternalInstincts
Sean	ENTITY:PERSON	0	EP21-MaternalInstincts
Bobby	ENTITY:PERSON	0	EP21-MaternalInstincts
Sean	ENTITY:PERSON	0	EP21-MaternalInstincts
Rebecca Morgan	ENTITY:PERSON	0	EP21-MaternalInstincts
Lindsey	ENTITY:PERSON	0	EP21-MaternalInstincts
You're	ENTITY:PERSON	0	EP21-MaternalInstincts
a*s	ENTITY:PERSON	0	EP21-MaternalInstincts
die?I'm	ENTITY:PERSON	0	EP21-MaternalInstincts
Linda	ENTITY:PERSON	0	EP21-MaternalInstincts
years	ENTITY:DATE	0	EP21-MaternalInstincts
Frandsen	ENTITY:PERSON	0	EP21-MaternalInstincts
Linda	ENTITY:PERSON	0	EP21-MaternalInstincts
It'd	ENTITY:PERSON	0	EP21-MaternalInstincts
three years	ENTITY:DATE	0	EP21-MaternalInstincts
Sean	ENTITY:PERSON	0	EP21-MaternalInstincts
one	ENTITY:CARDINAL	0	EP21-MaternalInstincts
Sean	ENTITY:PERSON	0	EP21-MaternalInstincts
One night	ENTITY:TIME	0	EP21-MaternalInstincts
Linda	ENTITY:PERSON	0	EP21-MaternalInstincts
Sean	ENTITY:PERSON	0	EP21-MaternalInstincts
Linda again?Nope	ENTITY:PERSON	0	EP21-MaternalInstincts
Linda	ENTITY:PERSON	0	EP21-MaternalInstincts
Linda	ENTITY:PERSON	0	EP21-MaternalInstincts
LInda	ENTITY:PERSON	0	EP21-MaternalInstincts
Vic	ENTITY:PERSON	0	EP21-MaternalInstincts
five	ENTITY:CARDINAL	0	EP21-MaternalInstincts
Linda	ENTITY:PERSON	0	EP21-MaternalInstincts
Linda	ENTITY:PERSON	0	EP21-MaternalInstincts
Vic	ENTITY:PERSON	0	EP21-MaternalInstincts
today	ENTITY:DATE	0	EP21-MaternalInstincts
We're	ENTITY:PERSON	0	EP21-MaternalInstincts
That'll	ENTITY:PERSON	0	EP21-MaternalInstincts
one night	ENTITY:TIME	0	EP21-MaternalInstincts
April	ENTITY:DATE	0	EP21-MaternalInstincts
Kyle	ENTITY:PERSON	0	EP21-MaternalInstincts
No?I'm	ENTITY:ORG	0	EP21-MaternalInstincts
years	ENTITY:DATE	0	EP21-MaternalInstincts
Linda	ENTITY:PERSON	0	EP21-MaternalInstincts
one	ENTITY:CARDINAL	0	EP21-MaternalInstincts
Linda	ENTITY:PERSON	0	EP21-MaternalInstincts
one	ENTITY:CARDINAL	0	EP21-MaternalInstincts
second	ENTITY:ORDINAL	0	EP21-MaternalInstincts
family--	ENTITY:GPE	0	EP21-MaternalInstincts
Utah	ENTITY:GPE	0	EP21-MaternalInstincts
Linda	ENTITY:PERSON	0	EP21-MaternalInstincts
Kyle	ENTITY:PERSON	0	EP21-MaternalInstincts
bad.-	ENTITY:PERSON	0	EP21-MaternalInstincts
Linda	ENTITY:PERSON	0	EP21-MaternalInstincts
Linda	ENTITY:PERSON	0	EP21-MaternalInstincts
Linda...	ENTITY:PERSON	0	EP21-MaternalInstincts
Linda	ENTITY:PERSON	0	EP21-MaternalInstincts
Linda	ENTITY:PERSON	0	EP21-MaternalInstincts
that?Well	ENTITY:ORG	0	EP21-MaternalInstincts
two	ENTITY:CARDINAL	0	EP21-MaternalInstincts
